Issue Type,Issue key,Issue id,Summary,Assignee,Reporter,Priority,Status,Resolution,Created,Updated,Due Date
Bug,HIVE-17806,13109389,Create directory for metrics file if it doesn't exist,akolb,akolb,Major,Closed,Fixed,13/Oct/17 22:31,22/May/18 23:14,
Bug,HIVE-17803,13109369,"With Pig multi-query, 2 HCatStorers writing to the same table will trample each other's outputs",cdrome,mithun,Major,Closed,Fixed,13/Oct/17 21:04,22/May/18 23:12,
Bug,HIVE-17798,13109270,"When replacing the src table names in BeeLine testing, the table names shouldn't be changed to lower case",kuczoram,kuczoram,Minor,Closed,Fixed,13/Oct/17 14:12,22/May/18 23:13,
Bug,HIVE-17790,13108998,Export/Import: Bug while getting auth entities due to which we write partition info during compilation phase ,vgumashta,vgumashta,Major,Resolved,Fixed,12/Oct/17 18:07,13/Oct/17 03:49,
Bug,HIVE-17781,13108760,Map MR settings to Tez settings via DeprecatedKeys,cdrome,mithun,Major,Closed,Fixed,11/Oct/17 23:59,22/May/18 23:17,
Bug,HIVE-17770,13108458,"HCatalog documentation for Pig type-mapping incorrect for ""bag"" types",cdrome,mithun,Minor,Resolved,Fixed,10/Oct/17 23:53,10/Oct/17 23:58,
Bug,HIVE-17762,13108349,Exclude older jackson-annotation.jar from druid-handler shaded jar,aihuaxu,aihuaxu,Major,Closed,Fixed,10/Oct/17 17:26,22/May/18 23:15,
Bug,HIVE-17761,13108347,Deprecate hive.druid.select.distribute property for Druid,jcamacho,jcamacho,Major,Closed,Fixed,10/Oct/17 17:21,27/Feb/24 22:23,
Bug,HIVE-17749,13108162,Multiple class have missed the ASF header,txhsj,txhsj,Minor,Closed,Fixed,10/Oct/17 01:03,22/May/18 23:12,
Bug,HIVE-17746,13107987,Regenerate spark_explainuser_1.q.out,pvary,pvary,Major,Closed,Fixed,09/Oct/17 14:17,22/May/18 23:14,
Bug,HIVE-17735,13107663,ObjectStore.addNotificationEvent is leaking queries,aihuaxu,akolb,Major,Closed,Fixed,07/Oct/17 00:10,22/May/18 23:13,
Bug,HIVE-17726,13107519,Using exists may lead to incorrect results,vgarg,kgyrtkirk,Major,Closed,Fixed,06/Oct/17 14:03,22/May/18 23:15,
Bug,HIVE-17723,13107458,Update Accumulo drive q.out files,pvary,pvary,Major,Closed,Fixed,06/Oct/17 09:46,22/May/18 23:14,
Bug,HIVE-17721,13107427,"with Postgres rdbms for metastore and dbnotification enabled, hive DDL SQL query fails ",anishek,anishek,Major,Closed,Fixed,06/Oct/17 05:51,22/May/18 23:15,
Bug,HIVE-17720,13107426,Bitvectors are not shown in describe statement on beeline,ashutoshc,asreekumar,Major,Closed,Fixed,06/Oct/17 05:32,22/May/18 23:13,
Bug,HIVE-17715,13107378,Exception when pushing postaggregates into Druid,jcamacho,jcamacho,Major,Closed,Duplicate,05/Oct/17 22:00,27/Feb/24 22:23,
Bug,HIVE-17706,13107155,Add a possibility to run the BeeLine tests on the default database,pvary,pvary,Major,Closed,Fixed,05/Oct/17 07:59,22/May/18 23:13,
Bug,HIVE-17688,13106883,HIVE-17543 added an extra query14.q.out file. Remove it,pvary,pvary,Major,Resolved,Won't Fix,04/Oct/17 08:27,04/Oct/17 08:34,
Bug,HIVE-17682,13106779,Vectorization: IF stmt produces wrong results,mmccline,mmccline,Critical,Closed,Fixed,03/Oct/17 19:53,22/May/18 23:12,
Bug,HIVE-17665,13106492,Update netty-all to latest 4.0.x.Final,prasanth_j,prasanth_j,Major,Closed,Fixed,02/Oct/17 18:02,24/Oct/17 21:57,
Bug,HIVE-17635,13105789,Add unit tests to CompactionTxnHandler and use PreparedStatements for queries,asherman,asherman,Major,Closed,Fixed,28/Sep/17 15:54,01/Oct/19 22:07,
Bug,HIVE-17633,13105684,Make it possible to override the query results directory in TestBeeLineDriver,pvary,pvary,Major,Closed,Fixed,28/Sep/17 08:18,22/May/18 23:13,
Bug,HIVE-17623,13105545,Fix Select query Fix Double column serde and some refactoring,ashutoshc,bslim,Major,Closed,Fixed,27/Sep/17 19:26,22/May/18 23:15,
Bug,HIVE-17621,13105522,Hive-site settings are ignored during HCatInputFormat split-calculation,cdrome,mithun,Major,Closed,Fixed,27/Sep/17 17:51,22/May/18 23:16,
Bug,HIVE-17620,13105500,Use the default MR scratch directory (HDFS) in the only case when hive.blobstore.optimizations.enabled=true AND isFinalJob=true,ghajos,ghajos,Major,Closed,Fixed,27/Sep/17 16:55,22/May/18 23:13,
Bug,HIVE-17615,13105323,Task.executeTask has to be thread safe for parallel execution,anishek,anishek,Major,Closed,Fixed,27/Sep/17 07:13,27/Jul/18 05:13,
Bug,HIVE-17602,13104981,Explain plan not working,vgarg,vgarg,Critical,Closed,Fixed,26/Sep/17 04:20,27/Feb/24 22:23,
Bug,HIVE-17595,13104720,Correct DAG for updating the last.repl.id for a database during bootstrap load,anishek,anishek,Major,Closed,Fixed,25/Sep/17 10:23,22/May/18 23:13,
Bug,HIVE-17594,13104671,Unit format error in Copy.java,txhsj,txhsj,Minor,Closed,Fixed,25/Sep/17 07:16,22/May/18 23:13,
Bug,HIVE-17582,13104355,Followup of HIVE-15708,bslim,bslim,Major,Closed,Fixed,22/Sep/17 17:37,22/May/18 23:13,
Bug,HIVE-17576,13104124,Improve progress-reporting in TezProcessor,mithun,mithun,Major,Closed,Fixed,22/Sep/17 00:07,22/May/18 23:15,
Bug,HIVE-17574,13104033,Avoid multiple copies of HDFS-based jars when localizing job-jars,cdrome,mithun,Major,Resolved,Fixed,21/Sep/17 17:37,26/Sep/23 12:01,
Bug,HIVE-17556,13103221,The test udf_mask_hash.q is failing,kuczoram,kuczoram,Major,Closed,Fixed,19/Sep/17 11:30,22/May/18 23:15,
Bug,HIVE-17554,13103152,Occurr java.lang.ArithmeticException: / by zero at hplsql component,linzhangbing,linzhangbing,Major,Closed,Fixed,19/Sep/17 06:34,22/May/18 23:16,
Bug,HIVE-17539,13102507,User impersonation failure is not propagated by server as a failure to client,anishek,anishek,Critical,Closed,Won't Fix,15/Sep/17 09:04,16/Nov/22 13:50,
Bug,HIVE-17530,13102122,ClassCastException when converting uniontype,erwaman,erwaman,Major,Closed,Fixed,14/Sep/17 02:14,22/May/18 23:12,
Bug,HIVE-17512,13101539,Not use doAs if distcp privileged user same as user running hive,anishek,anishek,Minor,Closed,Fixed,12/Sep/17 06:01,22/May/18 23:15,
Bug,HIVE-17510,13101506,Make comparison of filter predicates in q files deterministic,jcamacho,jcamacho,Major,Closed,Fixed,12/Sep/17 00:22,27/Feb/24 22:24,
Bug,HIVE-17485,13100700,Hive-Druid table on indexing for few segments- DruidRecordWriter.pushSegments throws ArrayIndexOutOfBoundsException,bslim,dileep529,Major,Closed,Duplicate,08/Sep/17 07:09,22/May/18 23:16,
Bug,HIVE-17479,13100555,Staging directories do not get cleaned up for update/delete queries,jcamacho,jcamacho,Major,Closed,Fixed,07/Sep/17 19:09,27/Feb/24 22:24,
Bug,HIVE-17472,13100327,"Drop-partition for multi-level partition fails, if data does not exist.",cdrome,mithun,Major,Closed,Fixed,06/Sep/17 23:25,22/May/18 23:15,
Bug,HIVE-17464,13100242,Fix to be able to disable max shuffle size DHJ config,jcamacho,jcamacho,Major,Closed,Fixed,06/Sep/17 18:06,27/Feb/24 22:23,
Bug,HIVE-17463,13100191,ORC: include orc-shims in hive-exec.jar,gopalv,gopalv,Minor,Closed,Fixed,06/Sep/17 15:44,27/Feb/24 22:23,
Bug,HIVE-17457,13099989,IOW Acid Insert Overwrite when the transaction fails,ekoifman,ekoifman,Major,Closed,Fixed,05/Sep/17 23:37,17/Aug/18 01:03,
Bug,HIVE-17453,13099780,Missing ASF headers 2 classes,linzhangbing,linzhangbing,Trivial,Closed,Fixed,05/Sep/17 09:24,22/May/18 23:14,
Bug,HIVE-17420,13098938,bootstrap - get replid before object dump,anishek,anishek,Major,Closed,Fixed,31/Aug/17 17:42,22/May/18 23:15,
Bug,HIVE-17419,13098893,ANALYZE TABLE...COMPUTE STATISTICS FOR COLUMNS command shows computed stats for masked tables,jcamacho,jcamacho,Major,Closed,Fixed,31/Aug/17 15:23,27/Feb/24 22:24,
Bug,HIVE-17417,13098703,LazySimple Timestamp is very expensive,prasanth_j,prasanth_j,Critical,Closed,Fixed,31/Aug/17 01:29,22/May/18 23:14,
Bug,HIVE-17410,13098392,repl load task during subsequent DAG generation does not start from the last partition processed,anishek,anishek,Major,Closed,Fixed,29/Aug/17 21:19,27/Jul/18 05:14,
Bug,HIVE-17403,13098144,Fail concatenation for unmanaged and transactional tables,prasanth_j,prasanth_j,Blocker,Closed,Fixed,29/Aug/17 01:58,22/May/18 23:15,
Bug,HIVE-17394,13098027,AvroSerde is regenerating TypeInfo objects for each nullable Avro field for every row,erwaman,rdsr,Major,Closed,Fixed,28/Aug/17 17:14,22/May/18 23:13,
Bug,HIVE-17392,13097678,SharedWorkOptimizer might merge TS operators filtered by not equivalent semijoin operators,jcamacho,jcamacho,Major,Closed,Fixed,25/Aug/17 18:50,27/Feb/24 22:23,
Bug,HIVE-17389,13097617,Yetus is always failing on rat checks,zsombor.klara,zsombor.klara,Trivial,Closed,Fixed,25/Aug/17 14:00,22/May/18 23:15,
Bug,HIVE-17378,13097151,CBO: HiveReduceExpressionsWithStatsRule can operate on IS_NULL and IS_NOT_NULL,kgyrtkirk,gopalv,Major,Closed,Fixed,23/Aug/17 22:19,22/May/18 23:15,
Bug,HIVE-17377,13097148,SharedWorkOptimizer might not iterate through TS operators deterministically,jcamacho,jcamacho,Major,Closed,Fixed,23/Aug/17 22:06,27/Feb/24 22:23,
Bug,HIVE-17367,13096578,IMPORT table doesn't load from data dump if a metadata-only dump was already imported.,sankarh,sankarh,Major,Closed,Fixed,21/Aug/17 21:49,22/May/18 23:12,
Bug,HIVE-17365,13096513,Druid CTAS should support CHAR/VARCHAR type,jcamacho,dileep529,Major,Closed,Fixed,21/Aug/17 18:20,27/Feb/24 22:24,
Bug,HIVE-17357,13096063,Plugin jars are not properly added for LocalHiveSparkClient,aihuaxu,aihuaxu,Major,Closed,Fixed,18/Aug/17 16:52,15/Mar/19 23:58,
Bug,HIVE-17353,13095501,The ResultSets are not accessible if running multiple queries within the same HiveStatement ,aihuaxu,aihuaxu,Major,Resolved,Not A Problem,18/Aug/17 00:27,21/Aug/17 17:53,
Bug,HIVE-17348,13095375,Remove unnecessary GenSparkUtils.java.orig file,pvary,pvary,Major,Closed,Fixed,17/Aug/17 14:57,22/May/18 23:14,
Bug,HIVE-17336,13095071,Missing class 'org.apache.hadoop.hive.hbase.HiveHBaseTableInputFormat' from Hive on Spark when inserting into hbase based table,aihuaxu,aihuaxu,Major,Closed,Fixed,16/Aug/17 17:01,26/Mar/19 16:45,
Bug,HIVE-17333,13095036,Schema changes in HIVE-12274 for Oracle may not work for upgrade,ngangam,ngangam,Major,Closed,Fixed,16/Aug/17 14:18,22/May/18 23:58,
Bug,HIVE-17322,13094717,Serialise BeeLine qtest execution to prevent flakyness,zsombor.klara,zsombor.klara,Minor,Closed,Fixed,15/Aug/17 09:47,23/May/18 00:00,
Bug,HIVE-17305,13094253,New insert overwrite dynamic partitions qtest need to have the golden file regenerated,zsombor.klara,zsombor.klara,Trivial,Closed,Fixed,12/Aug/17 06:43,22/May/18 23:57,
Bug,HIVE-17298,13094006,export when running distcp for large number of files should not run as privileged user ,anishek,anishek,Major,Closed,Duplicate,11/Aug/17 04:40,22/May/18 23:57,
Bug,HIVE-17293,13093880,ETL split strategy not accounting for empty base and non-empty delta buckets,prasanth_j,prasanth_j,Critical,Resolved,Duplicate,10/Aug/17 18:25,20/Sep/17 00:44,
Bug,HIVE-17286,13093644,Avoid expensive String serialization/deserialization for bitvectors,jcamacho,jcamacho,Major,Closed,Fixed,10/Aug/17 01:55,27/Feb/24 22:23,
Bug,HIVE-17285,13093642,Fixes for bit vector retrievals and merging,ashutoshc,ashutoshc,Major,Closed,Fixed,10/Aug/17 01:43,27/Feb/24 22:23,
Bug,HIVE-17276,13093340,Check max shuffle size when converting to dynamically partitioned hash join,jcamacho,jcamacho,Major,Closed,Fixed,09/Aug/17 00:20,27/Feb/24 22:24,
Bug,HIVE-17274,13093324,RowContainer spills for timestamp column throws exception,prasanth_j,prasanth_j,Major,Closed,Fixed,08/Aug/17 22:20,22/May/18 23:59,
Bug,HIVE-17270,13093220,Qtest results show wrong number of executors,pvary,pvary,Major,Closed,Done,08/Aug/17 16:13,22/May/18 23:59,
Bug,HIVE-17265,13093058,Cache merged column stats from retrieved partitions,jcamacho,jcamacho,Major,Closed,Fixed,08/Aug/17 01:44,27/Feb/24 22:23,
Bug,HIVE-17233,13092000,"Set ""mapred.input.dir.recursive"" for HCatInputFormat-based jobs.",mithun,mithun,Major,Closed,Fixed,02/Aug/17 20:49,22/May/18 23:58,
Bug,HIVE-17220,13091383,Bloomfilter probing in semijoin reduction is thrashing L1 dcache,prasanth_j,prasanth_j,Major,Closed,Fixed,31/Jul/17 22:19,22/May/18 23:57,
Bug,HIVE-17218,13091369,"Canonical-ize hostnames for Hive metastore, and HS2 servers.",mithun,mithun,Major,Closed,Fixed,31/Jul/17 21:26,06/Dec/19 10:29,
Bug,HIVE-17201,13090834,(Temporarily) Disable failing tests in TestHCatClient,mithun,mithun,Major,Resolved,Won't Fix,28/Jul/17 17:35,25/Aug/17 12:02,
Bug,HIVE-17181,13090411,HCatOutputFormat should expose complete output-schema (including partition-keys) for dynamic-partitioning MR jobs,mithun,mithun,Major,Closed,Fixed,27/Jul/17 04:23,22/May/18 23:58,
Bug,HIVE-17169,13089955,Avoid extra call to KeyProvider::getMetadata(),mithun,mithun,Major,Closed,Fixed,25/Jul/17 17:23,23/May/18 00:00,
Bug,HIVE-17163,13089816,Microbenchmark for vector op processing,mmccline,prasanth_j,Major,Resolved,Fixed,25/Jul/17 09:43,07/Mar/18 11:56,
Bug,HIVE-17158,13089505,BeeLine Query Log and Query Result print order is not defined,pvary,pvary,Major,Resolved,Cannot Reproduce,24/Jul/17 12:22,24/Jul/17 13:31,
Bug,HIVE-17155,13089168,findConfFile() in HiveConf.java has some issues with the conf path,xiaoqiang_song,aihuaxu,Minor,Closed,Fixed,21/Jul/17 21:44,30/Jan/21 09:02,
Bug,HIVE-17149,13089056,Hdfs directory is not cleared if partition creation failed on HMS,zsombor.klara,zsombor.klara,Major,Closed,Fixed,21/Jul/17 14:32,22/May/18 23:58,
Bug,HIVE-17147,13088997,Vectorization: Add code for testing MapJoin operator in isolation and measuring its performance with JMH,mmccline,mmccline,Critical,Closed,Fixed,21/Jul/17 08:55,22/May/18 23:59,
Bug,HIVE-17144,13088976,export of temporary tables not working and it seems to be using distcp rather than filesystem copy,anishek,anishek,Major,Closed,Fixed,21/Jul/17 06:53,23/May/18 00:00,
Bug,HIVE-17109,13087594,Remove calls to RelMetadataQuery.instance() after Calcite 1.13 upgrade,rusanu,rusanu,Major,Closed,Fixed,17/Jul/17 14:32,22/May/18 23:59,
Bug,HIVE-17088,13087028,HS2 WebUI throws a NullPointerException when opened,spena,spena,Major,Closed,Fixed,13/Jul/17 22:14,22/May/18 23:59,
Bug,HIVE-17086,13087010,LLAP: JMX Metric for max file descriptors used so far,prasanth_j,prasanth_j,Major,Closed,Fixed,13/Jul/17 20:59,22/May/18 23:59,
Bug,HIVE-17085,13087008,ORC file merge/concatenation should do full schema check,prasanth_j,prasanth_j,Major,Closed,Fixed,13/Jul/17 20:56,22/May/18 23:59,
Bug,HIVE-17079,13086658,LLAP: Use FQDN by default for work submission,prasanth_j,prasanth_j,Major,Closed,Fixed,12/Jul/17 18:13,22/May/18 23:57,
Bug,HIVE-17073,13086242,Incorrect result with vectorization and SharedWorkOptimizer,jcamacho,jcamacho,Major,Closed,Fixed,11/Jul/17 12:57,27/Feb/24 22:23,
Bug,HIVE-17069,13086078,Refactor OrcRawRecrodMerger.ReaderPair,ekoifman,ekoifman,Major,Closed,Fixed,10/Jul/17 21:13,23/May/18 00:00,
Bug,HIVE-17068,13086033,HCatalog: Add parquet support,prasanth_j,prasanth_j,Major,Resolved,Duplicate,10/Jul/17 17:54,10/Jul/17 22:07,
Bug,HIVE-17067,13085872,LLAP: Add http endpoint to provide system level configurations,prasanth_j,prasanth_j,Major,Closed,Fixed,10/Jul/17 08:32,23/May/18 00:00,
Bug,HIVE-17052,13085199,Remove logging of predicate filters,Yibing,zsombor.klara,Major,Closed,Fixed,06/Jul/17 11:48,22/May/18 23:58,
Bug,HIVE-16960,13082558,Hive throws an ugly error exception when HDFS sticky bit is set,janulatha,janulatha,Critical,Closed,Fixed,26/Jun/17 16:28,22/May/18 23:58,
Bug,HIVE-16943,13081801,MoveTask should separate src FileSystem from dest FileSystem ,ferhui,ferhui,Major,Closed,Fixed,22/Jun/17 14:22,01/Oct/19 22:07,
Bug,HIVE-16942,13081800,INFORMATION_SCHEMA: schematool for setting it up is not idempotent,hagleitn,cartershanklin,Major,Closed,Fixed,22/Jun/17 14:21,22/May/18 23:59,
Bug,HIVE-16939,13081643,metastore error: 'export: -Dproc_metastore : not a valid identifier',ferhui,ferhui,Major,Closed,Fixed,22/Jun/17 04:35,04/Apr/18 00:11,
Bug,HIVE-16937,13081636,INFORMATION_SCHEMA usability: everything is currently a string,hagleitn,cartershanklin,Major,Closed,Fixed,22/Jun/17 03:37,22/May/18 23:59,
Bug,HIVE-16928,13081280,LLAP: Slider takes down all daemons when some daemons fail repeatedly,prasanth_j,prasanth_j,Major,Resolved,Duplicate,21/Jun/17 01:00,21/Jun/17 01:01,
Bug,HIVE-16927,13081279,LLAP: Slider takes down all daemons when some daemons fail repeatedly,prasanth_j,prasanth_j,Major,Closed,Fixed,21/Jun/17 01:00,23/May/18 00:00,
Bug,HIVE-16920,13081055,remove useless uri.getScheme() from EximUtil,ferhui,ferhui,Major,Closed,Fixed,20/Jun/17 09:35,23/May/18 00:00,
Bug,HIVE-16918,13080894,Skip ReplCopyTask distcp for _metadata copying. Also enable -pb for distcp,sushanth,sushanth,Major,Closed,Fixed,19/Jun/17 17:31,22/May/18 23:58,
Bug,HIVE-16910,13080179,RpcConfiguration - Improper Cast From Long To Int,belugabehr,belugabehr,Minor,Closed,Fixed,15/Jun/17 18:49,23/May/18 00:00,
Bug,HIVE-16902,13079855,"investigate ""failed to remove operation log"" errors",aihuaxu,aihuaxu,Major,Closed,Fixed,14/Jun/17 19:13,23/May/18 00:00,
Bug,HIVE-16898,13079709,Validation of source file after distcp in repl load ,daijy,anishek,Major,Closed,Fixed,14/Jun/17 09:24,22/May/18 23:58,
Bug,HIVE-16888,13079399,Upgrade Calcite to 1.13 and Avatica to 1.10,jcamacho,rusanu,Major,Closed,Fixed,13/Jun/17 07:38,27/Feb/24 22:24,
Bug,HIVE-16886,13079310,HMS log notifications may have duplicated event IDs if multiple HMS are running concurrently,anishek,spena,Major,Closed,Fixed,12/Jun/17 21:00,27/Jul/18 05:14,
Bug,HIVE-16872,13078721,Vectorization: Support avg() UDAF in complete mode ,,gopalv,Major,Resolved,Duplicate,09/Jun/17 18:51,09/Jun/17 20:20,
Bug,HIVE-16846,13078091,TestJdbcWithMiniHS2#testHttpHeaderSize test case is not testing in HTTP mode,aihuaxu,aihuaxu,Major,Closed,Fixed,07/Jun/17 19:25,23/May/18 00:00,
Bug,HIVE-16839,13077858,Unbalanced calls to openTransaction/commitTransaction when alter the same partition concurrently,yguang11,nemon,Major,Closed,Fixed,07/Jun/17 01:55,17/Nov/22 08:54,
Bug,HIVE-16826,13077359,Improvements for SeparatedValuesOutputFormat,belugabehr,belugabehr,Minor,Closed,Fixed,05/Jun/17 21:54,23/May/18 00:00,
Bug,HIVE-16821,13077052,Vectorization: support Explain Analyze in vectorized mode,gopalv,gopalv,Minor,Closed,Fixed,03/Jun/17 07:40,27/Feb/24 22:24,
Bug,HIVE-16793,13076004,Scalar sub-query: sq_count_check not required if gby keys are constant,vgarg,gopalv,Major,Closed,Fixed,30/May/17 22:28,22/May/18 23:58,
Bug,HIVE-16776,13075242,Strange cast behavior for table backed by druid,jcamacho,bslim,Major,Closed,Fixed,26/May/17 18:33,27/Feb/24 22:24,
Bug,HIVE-16760,13074934,Update errata.txt for HIVE-16743,wzheng,wzheng,Major,Resolved,Fixed,25/May/17 18:15,04/Jun/17 07:56,
Bug,HIVE-16743,13074335,BitSet set() is incorrectly used in TxnUtils.createValidCompactTxnList(),wzheng,wzheng,Major,Closed,Fixed,23/May/17 21:46,22/May/18 23:57,
Bug,HIVE-16738,13074098,Notification ID generation in DBNotification might not be unique across HS2 instances.,anishek,anishek,Major,Closed,Duplicate,23/May/17 06:52,22/May/18 23:58,
Bug,HIVE-16737,13074083,LLAP: Shuffle handler TCP listen queue overflows,prasanth_j,gopalv,Major,Closed,Fixed,23/May/17 05:32,22/May/18 23:59,
Bug,HIVE-16698,13072872,HoS should avoid mapjoin optimization in case of union and using table stats,csun,csun,Major,Closed,Fixed,17/May/17 16:56,22/May/18 23:58,
Bug,HIVE-16693,13072795,"beeline ""source"" command freezes if you have a comment in it?",Ferd,cartershanklin,Major,Closed,Fixed,17/May/17 13:33,23/May/18 00:00,
Bug,HIVE-16680,13072433,explainanalyze_3.q and explainuser_3.q (MiniTezCliDriver) failing,mmccline,jcamacho,Major,Resolved,Incomplete,16/May/17 12:46,27/Feb/24 22:23,
Bug,HIVE-16678,13072410,"Truncate on temporary table fails with ""table not found"" error.",sankarh,sankarh,Major,Closed,Fixed,16/May/17 11:57,22/May/18 23:57,
Bug,HIVE-16677,13072395,CTAS with no data fails in Druid,jcamacho,jcamacho,Major,Closed,Fixed,16/May/17 10:45,27/Feb/24 22:23,
Bug,HIVE-16658,13071427,TestTimestampTZ.java has missed the ASF header,txhsj,txhsj,Minor,Closed,Fixed,12/May/17 03:23,22/May/18 23:59,
Bug,HIVE-16645,13071137,Commands.java has missed the catch statement and has some code format errors,txhsj,txhsj,Minor,Closed,Fixed,11/May/17 11:44,24/Jun/20 00:26,
Bug,HIVE-16640,13071032,The ASF Headers have some errors in some class,linzhangbing,linzhangbing,Minor,Closed,Fixed,11/May/17 03:15,24/Jun/19 17:42,
Bug,HIVE-16625,13070481,"Extra '\0' characters in the output, when SeparatedValuesOutputFormat is used and the quoting is disabled",pvary,pvary,Major,Closed,Fixed,09/May/17 16:24,23/May/18 00:00,
Bug,HIVE-16603,13069955,Enforce foreign keys to refer to primary keys or unique keys,jcamacho,jcamacho,Major,Closed,Fixed,08/May/17 11:01,27/Feb/24 22:24,
Bug,HIVE-16584,13069156,Warning messages should use LogHelper.printInfo instead of printing to the infoStream directly,pvary,pvary,Major,Closed,Fixed,04/May/17 14:23,23/May/18 00:00,
Bug,HIVE-16577,13068896,Syntax error in the metastore init scripts for mssql,vihangk1,vihangk1,Blocker,Closed,Fixed,03/May/17 19:32,23/May/18 00:00,
Bug,HIVE-16546,13067218,LLAP: Fail map join tasks if hash table memory exceeds threshold,prasanth_j,prasanth_j,Major,Closed,Fixed,27/Apr/17 01:59,22/May/18 23:58,
Bug,HIVE-16538,13067066,TestExecDriver fails if run after TestOperators#testScriptOperator,yussufshaikh,yussufshaikh,Minor,Closed,Fixed,26/Apr/17 13:40,22/May/18 23:59,
Bug,HIVE-16533,13066814,Vectorization: Avoid evaluating empty groupby keys,gopalv,gopalv,Major,Closed,Fixed,25/Apr/17 20:37,22/May/18 23:59,
Bug,HIVE-16524,13066548,Remove the redundant item type in hiveserver2.jsp and QueryProfileTmpl.jamon,linzhangbing,linzhangbing,Minor,Closed,Fixed,25/Apr/17 01:22,22/May/18 23:59,
Bug,HIVE-16487,13065503,Serious Zookeeper exception is logged when a race condition happens,pvary,pvary,Major,Closed,Fixed,20/Apr/17 12:08,23/May/18 00:00,
Bug,HIVE-16451,13064076,Race condition between HiveStatement.getQueryLog and HiveStatement.runAsyncOnServer,pvary,pvary,Major,Closed,Fixed,14/Apr/17 14:12,17/Dec/18 07:32,
Bug,HIVE-16436,13063691,"Response times in ""Task Execution Summary"" at the end of the job is not correct",rajesh.balamohan,rajesh.balamohan,Major,Closed,Fixed,13/Apr/17 04:28,22/May/18 23:58,
Bug,HIVE-16409,13062629,TestEventHandlerFactory  has lacked the ASF header,txhsj,txhsj,Minor,Closed,Fixed,08/Apr/17 08:55,22/May/18 23:59,
Bug,HIVE-16393,13061920,Fix visibility of CodahaleReporter interface,sbeeram,sbeeram,Major,Closed,Fixed,06/Apr/17 00:02,23/May/18 00:00,
Bug,HIVE-16388,13061836,"LLAP: Log rotation for daemon, history and gc files",prasanth_j,sseth,Major,Closed,Fixed,05/Apr/17 18:27,23/May/18 00:00,
Bug,HIVE-16384,13061825,Remove jdk7 build from travis,prasanth_j,prasanth_j,Trivial,Closed,Fixed,05/Apr/17 18:03,22/May/18 23:58,
Bug,HIVE-16380,13061619,removing global test dependency of jsonassert,anishek,anishek,Minor,Closed,Fixed,05/Apr/17 04:35,23/May/18 00:00,
Bug,HIVE-16357,13061125,Failed folder creation when creating a new table is reported incorrectly,zsombor.klara,zsombor.klara,Minor,Closed,Cannot Reproduce,03/Apr/17 13:12,22/May/18 23:58,
Bug,HIVE-16333,13060258,"remove the redundant symbol ""\"" to appear red in sublime text 3",txhsj,txhsj,Minor,Closed,Fixed,30/Mar/17 06:27,22/May/18 23:57,
Bug,HIVE-16329,13060189,TopN: use local executor info for LLAP memory checks,gopalv,gopalv,Major,Closed,Fixed,29/Mar/17 22:43,22/May/18 23:59,
Bug,HIVE-16316,13059764,Prepare master branch for 3.0.0 development.,ngangam,ngangam,Major,Closed,Fixed,28/Mar/17 15:00,22/May/18 23:58,
Bug,HIVE-15995,13044819,Syncing metastore table with serde schema,szita,michal.ferlinski,Major,Closed,Fixed,21/Feb/17 11:58,23/May/18 00:00,
Bug,HIVE-15442,13028564,Driver.java has a redundancy  code,txhsj,txhsj,Minor,Closed,Fixed,16/Dec/16 03:02,24/Jun/20 00:26,
Bug,HIVE-12734,12923878,Remove redundancy in HiveConfs serialized to UDFContext,cdrome,mithun,Major,Closed,Fixed,22/Dec/15 23:56,22/May/18 23:58,
Bug,HIVE-11297,12845984,Combine op trees for partition info generating tasks,kellyzly,csun,Major,Closed,Fixed,17/Jul/15 20:49,22/May/18 23:58,
